Model,Num_Topics,Dispersion,Average_Coherence
rosie_lg_lda_1_100,100,3.8928105616701587,0.05623945108134393
rosie_lg_lda_1_300,300,1.2673023174238798,0.05674322383254798
rosie_lg_lda_1_200,200,1.9321670244983715,0.055182494785743795
rosie_lg_lda_1_50,50,8.962958496546943,0.06288029302293034
rosie_lg_lda_1_500,500,0.7850392609931858,0.04883312517652395
rosie_lg_lda_1_400,400,0.9675991825501592,0.05027071868341871
rosie_lg_lda_1_20,20,23.147275203088334,0.061252955945689955
